interval_start,entity,low_senti,avg_senti,high_senti,num_datapoints
2019-05-30 22:11:00 UTC,Andre Iguodala,0.7096,0.71,0.7096,1
2019-05-30 22:06:00 UTC,Nick Nurse,0.6369,0.637,0.6369,1
2019-05-30 22:08:00 UTC,Steve Kerr,0.34,0.371,0.4019,4
2019-05-30 22:13:00 UTC,Raptors,-0.4588,0.32,0.891,81
2019-05-30 22:25:00 UTC,NBA Finals,-0.5106,0.28,0.659,13
2019-05-30 22:28:00 UTC,Golden State,-0.296,0.476,0.8555,11
2019-05-30 22:29:00 UTC,Nav Bhatia,0.7351,0.735,0.7351,1
2019-05-30 22:03:00 UTC,Steve Kerr,0.1027,0.389,0.5267,4
2019-05-30 22:31:00 UTC,#Raptors,-0.5423,0.41,0.926,9
2019-05-30 22:26:00 UTC,Fred VanVleet,0.5994,0.599,0.5994,1
2019-05-30 22:06:00 UTC,#Warriors,0.5826,0.583,0.5826,1
2019-05-30 22:07:00 UTC,#WeTheNorth,-0.5574,0.501,0.92,21
2019-05-30 22:10:00 UTC,#StephCurry,0.434,0.434,0.434,2
2019-05-30 22:31:00 UTC,Stephen Curry,0.34,0.441,0.5423,2
2019-05-30 22:07:00 UTC,Stephen Curry,-0.4098,0.15,0.5423,3
2019-05-30 22:10:00 UTC,#Warriors,0.0258,0.461,0.7579,3
2019-05-30 22:17:00 UTC,Warriors,-0.5622,0.45,0.8625,82
2019-05-30 22:19:00 UTC,Warriors,-0.6956,0.325,0.8407,59
2019-05-30 22:27:00 UTC,#Team,-0.5411,-0.367,0.6027,20
2019-05-30 22:07:00 UTC,DeMarcus Cousins,0.1027,0.322,0.6249,18
2019-05-30 22:28:00 UTC,Kyle Lowry,0.4019,0.402,0.4019,1
2019-05-30 22:10:00 UTC,Draymond Green,-0.7136,-0.057,0.5994,2
2019-05-30 22:32:00 UTC,#Sports,0.7824,0.782,0.7824,3
2019-05-30 22:08:00 UTC,Golden State,-0.3612,0.385,0.8392,11
2019-05-30 22:10:00 UTC,Andre Iguodala,0.7096,0.71,0.7096,1
2019-05-30 22:24:00 UTC,Kawhi Leonard,0.0516,0.49,0.7959,4
2019-05-30 22:27:00 UTC,Golden State,-0.765,0.316,0.7003,8
2019-05-30 22:32:00 UTC,#GoldenStateWarriors,0.5106,0.511,0.5106,1
2019-05-30 22:15:00 UTC,Draymond Green,0.6369,0.647,0.6515,3
2019-05-30 22:16:00 UTC,#Warriors,0.3045,0.304,0.3045,1
2019-05-30 22:20:00 UTC,Kawhi Leonard,0.3182,0.414,0.5106,2
2019-05-30 22:14:00 UTC,#Game,0.2732,0.273,0.2732,1
2019-05-30 22:32:00 UTC,Toronto,-0.6808,0.33,0.9153,58
2019-05-30 22:32:00 UTC,Golden State,-0.34,0.399,0.7003,14
2019-05-30 22:29:00 UTC,Kevin Durant,0.3217,0.322,0.3217,1
2019-05-30 22:16:00 UTC,NBA,-0.7003,0.255,0.9006,106
2019-05-30 22:06:00 UTC,NBA Finals,-0.128,0.387,0.7959,13
2019-05-30 22:32:00 UTC,Kevin Durant,0.3322,0.392,0.5106,3
2019-05-30 22:11:00 UTC,#Game,0.6239,0.624,0.6239,1
2019-05-30 22:13:00 UTC,Stephen Curry,-0.296,0.022,0.34,2
2019-05-30 22:02:00 UTC,#Basket,0.4939,0.494,0.4939,1
2019-05-30 22:14:00 UTC,#DubNation,0.1007,0.444,0.7865,2
2019-05-30 22:15:00 UTC,NBA Finals,-0.1027,0.398,0.872,15
2019-05-30 22:09:00 UTC,Klay Thompson,0.5106,0.609,0.7657,7
2019-05-30 22:00:00 UTC,Nav Bhatia,0.6249,0.688,0.7506,2
2019-05-30 22:10:00 UTC,Kyle Lowry,-0.5574,0.021,0.5994,2
2019-05-30 22:06:00 UTC,Serge Ibaka,0.25,0.25,0.25,1
2019-05-30 22:24:00 UTC,NBA,-0.872,0.211,0.9006,114
2019-05-30 22:31:00 UTC,Golden State,-0.1531,0.47,0.8807,18
2019-05-30 22:10:00 UTC,Kawhi Leonard,-0.5574,0.317,0.8074,8
2019-05-30 22:13:00 UTC,#NBAFinals,-0.4019,0.355,0.8687,35
2019-05-30 22:04:00 UTC,Toronto,-0.8544,0.21,0.9693,29
2019-05-30 22:18:00 UTC,Klay Thompson,0.5106,0.619,0.7269,2
2019-05-30 22:19:00 UTC,Kawhi Leonard,0.4215,0.58,0.8074,3
2019-05-30 22:14:00 UTC,#Warriors,0.2732,0.307,0.34,2
2019-05-30 22:20:00 UTC,#Basket,0.7545,0.846,0.9382,2
2019-05-30 22:24:00 UTC,#Game,0.6114,0.611,0.6114,1
2019-05-30 22:14:00 UTC,Kyle Lowry,0.5777,0.578,0.5777,1
2019-05-30 22:02:00 UTC,#Sports,-0.8836,0.049,0.7824,5
2019-05-30 22:16:00 UTC,Raptors,-0.758,0.306,0.9259,125
2019-05-30 22:11:00 UTC,#WeTheNorth,-0.34,0.507,0.92,21
2019-05-30 22:03:00 UTC,#WeTheNorth,-0.5904,0.434,0.8555,24
2019-05-30 22:19:00 UTC,#Raptors,-0.4019,0.393,0.9109,13
2019-05-30 22:10:00 UTC,Raptors,-0.7845,0.318,0.8932,101
2019-05-30 22:21:00 UTC,NBA,-0.7513,0.277,0.9324,114
2019-05-30 22:31:00 UTC,#Sports,0.7824,0.782,0.7824,1
2019-05-30 22:11:00 UTC,#Raptors,-0.296,0.454,0.8126,9
2019-05-30 22:17:00 UTC,NBA,-0.6249,0.272,0.9006,122
2019-05-30 22:09:00 UTC,Warriors,-0.891,0.161,0.9559,73
2019-05-30 22:02:00 UTC,#Warriors,0.8898,0.89,0.8898,1
2019-05-30 22:09:00 UTC,Raptors,-0.8268,0.317,0.875,106
2019-05-30 22:12:00 UTC,Kawhi Leonard,-0.5267,0.019,0.5267,4
2019-05-30 22:00:00 UTC,Quinn Cook,0.4939,0.494,0.4939,1
2019-05-30 22:12:00 UTC,Steve Kerr,0.4404,0.44,0.4404,1
2019-05-30 22:04:00 UTC,#DubNation,-0.7269,0.178,0.5719,4
2019-05-30 22:01:00 UTC,Klay Thompson,0.5106,0.619,0.7269,4
2019-05-30 22:02:00 UTC,#WeTheNorth,-0.7403,0.253,0.8555,15
2019-05-30 22:32:00 UTC,Warriors,-0.6597,0.394,0.9337,81
2019-05-30 22:15:00 UTC,Kevin Durant,-0.4019,0.262,0.8467,3
2019-05-30 22:16:00 UTC,Golden State,-0.5719,0.137,0.5106,6
2019-05-30 22:05:00 UTC,NBA Finals,-0.5848,0.352,0.9006,18
2019-05-30 22:28:00 UTC,#Team,-0.5411,-0.541,-0.5411,16
2019-05-30 22:32:00 UTC,#Raptors,-0.7865,0.02,0.8126,10
